results/FGOS_ubuntu/seed1/med/t4	149478	149478
results/FGOS_ubuntu/seed1/med/t8	149181	149181
results/FGOS_ubuntu/seed1/med/t2	149853	149853
results/FGOS_ubuntu/seed1/high/t4	399961	399961
results/FGOS_ubuntu/seed1/high/t8	399408	399408
results/FGOS_ubuntu/seed1/high/t2	400136	400136
results/FGOS_ubuntu/seed1/low/t4	19734	19734
results/FGOS_ubuntu/seed1/low/t8	19831	19831
results/FGOS_ubuntu/seed1/low/t2	19825	19825
